# FULL DATA LONG FORMAT FILE
# Generated from return table
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn,Total_EFS_BroodYear,PercEFS
Fraser River,Raft,2006,37794,AgeClass_2.4,0,7,2,4,2.4,7_3,1999,0,2002,61149,0,6979,8.761856999570139,3499,50.1
Fraser River,Raft,2006,37794,AgeClass_3.3,0,7,3,3,3.3,7_4,1999,0,2003,61149,0,6979,8.761856999570139,3499,50.1
Fraser River,Raft,2006,37794,AgeClass_0.5,0,6,0,5,0.5,6_1,2000,0,2001,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2006,37794,AgeClass_1.4,0,6,1,4,1.4,6_2,2000,0,2002,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2006,37794,AgeClass_2.3,0,6,2,3,2.3,6_3,2000,0,2003,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2006,37794,AgeClass_3.2,0,6,3,2,3.2,6_4,2000,0,2004,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2006,37794,AgeClass_0.4,0,5,0,4,0.4,5_1,2001,0,2002,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2006,37794,AgeClass_1.3,16425,5,1,3,1.3,5_2,2001,16425,2003,96695,16.99,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2006,37794,AgeClass_2.2,0,5,2,2,2.2,5_3,2001,0,2004,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2006,37794,AgeClass_3.1,0,5,3,1,3.1,5_4,2001,0,2005,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2006,37794,AgeClass_0.3,0,4,0,3,0.3,4_1,2002,0,2003,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2006,37794,AgeClass_1.2,21369,4,1,2,1.2,4_2,2002,21369,2004,42833,49.89,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2006,37794,AgeClass_2.1,0,4,2,1,2.1,4_3,2002,0,2005,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2006,37794,AgeClass_0.2,0,3,0,2,0.2,3_1,2003,0,2004,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2006,37794,AgeClass_1.1,0,3,1,1,1.1,3_2,2003,0,2005,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2006,37794,AgeClass_0.1,0,2,0,1,0.1,2_1,2004,0,2005,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2007,25240,AgeClass_3.4,0,8,3,4,3.4,8_4,1999,0,2003,61149,0,6979,8.761856999570139,3499,50.1
Fraser River,Raft,2007,25240,AgeClass_1.5,0,7,1,5,1.5,7_2,2000,0,2002,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2007,25240,AgeClass_2.4,0,7,2,4,2.4,7_3,2000,0,2003,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2007,25240,AgeClass_3.3,0,7,3,3,3.3,7_4,2000,0,2004,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2007,25240,AgeClass_0.5,0,6,0,5,0.5,6_1,2001,0,2002,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2007,25240,AgeClass_1.4,0,6,1,4,1.4,6_2,2001,0,2003,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2007,25240,AgeClass_2.3,0,6,2,3,2.3,6_3,2001,0,2004,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2007,25240,AgeClass_3.2,0,6,3,2,3.2,6_4,2001,0,2005,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2007,25240,AgeClass_0.4,0,5,0,4,0.4,5_1,2002,0,2003,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2007,25240,AgeClass_1.3,21419,5,1,3,1.3,5_2,2002,21419,2004,42833,50.01,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2007,25240,AgeClass_2.2,0,5,2,2,2.2,5_3,2002,0,2005,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2007,25240,AgeClass_3.1,0,5,3,1,3.1,5_4,2002,0,2006,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2007,25240,AgeClass_0.3,106,4,0,3,0.3,4_1,2003,106,2004,8475,1.25,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2007,25240,AgeClass_1.2,2439,4,1,2,1.2,4_2,2003,2439,2005,8475,28.78,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2007,25240,AgeClass_2.1,0,4,2,1,2.1,4_3,2003,0,2006,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2007,25240,AgeClass_0.2,1272,3,0,2,0.2,3_1,2004,1272,2005,52145,2.44,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2007,25240,AgeClass_1.1,4,3,1,1,1.1,3_2,2004,4,2006,52145,0.01,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2007,25240,AgeClass_0.1,0,2,0,1,0.1,2_1,2005,0,2006,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2008,47043,AgeClass_3.4,0,8,3,4,3.4,8_4,2000,0,2004,115396,0,66292,1.740722862487178,27668,41.7
Fraser River,Raft,2008,47043,AgeClass_1.5,0,7,1,5,1.5,7_2,2001,0,2003,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2008,47043,AgeClass_2.4,0,7,2,4,2.4,7_3,2001,0,2004,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2008,47043,AgeClass_3.3,0,7,3,3,3.3,7_4,2001,0,2005,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2008,47043,AgeClass_0.5,0,6,0,5,0.5,6_1,2002,0,2003,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2008,47043,AgeClass_1.4,0,6,1,4,1.4,6_2,2002,0,2004,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2008,47043,AgeClass_2.3,0,6,2,3,2.3,6_3,2002,0,2005,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2008,47043,AgeClass_3.2,0,6,3,2,3.2,6_4,2002,0,2006,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2008,47043,AgeClass_0.4,0,5,0,4,0.4,5_1,2003,0,2004,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2008,47043,AgeClass_1.3,5930,5,1,3,1.3,5_2,2003,5930,2005,8475,69.97,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2008,47043,AgeClass_2.2,0,5,2,2,2.2,5_3,2003,0,2006,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2008,47043,AgeClass_3.1,0,5,3,1,3.1,5_4,2003,0,2007,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2008,47043,AgeClass_0.3,1779,4,0,3,0.3,4_1,2004,1779,2005,52145,3.41,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2008,47043,AgeClass_1.2,39136,4,1,2,1.2,4_2,2004,39136,2006,52145,75.05,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2008,47043,AgeClass_2.1,0,4,2,1,2.1,4_3,2004,0,2007,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2008,47043,AgeClass_0.2,198,3,0,2,0.2,3_1,2005,198,2006,9768,2.03,26501,0.36858986453341386,16967,64
Fraser River,Raft,2008,47043,AgeClass_1.1,0,3,1,1,1.1,3_2,2005,0,2007,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2008,47043,AgeClass_0.1,0,2,0,1,0.1,2_1,2006,0,2007,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2009,16990,AgeClass_3.4,0,8,3,4,3.4,8_4,2001,0,2005,96695,0,32506,2.9746815972435856,16025,49.3
Fraser River,Raft,2009,16990,AgeClass_1.5,0,7,1,5,1.5,7_2,2002,0,2004,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2009,16990,AgeClass_2.4,0,7,2,4,2.4,7_3,2002,0,2005,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2009,16990,AgeClass_3.3,0,7,3,3,3.3,7_4,2002,0,2006,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2009,16990,AgeClass_0.5,0,6,0,5,0.5,6_1,2003,0,2004,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2009,16990,AgeClass_1.4,0,6,1,4,1.4,6_2,2003,0,2005,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2009,16990,AgeClass_2.3,0,6,2,3,2.3,6_3,2003,0,2006,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2009,16990,AgeClass_3.2,0,6,3,2,3.2,6_4,2003,0,2007,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2009,16990,AgeClass_0.4,0,5,0,4,0.4,5_1,2004,0,2005,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2009,16990,AgeClass_1.3,9746,5,1,3,1.3,5_2,2004,9746,2006,52145,18.69,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2009,16990,AgeClass_2.2,208,5,2,2,2.2,5_3,2004,208,2007,52145,0.4,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2009,16990,AgeClass_3.1,0,5,3,1,3.1,5_4,2004,0,2008,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2009,16990,AgeClass_0.3,0,4,0,3,0.3,4_1,2005,0,2006,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2009,16990,AgeClass_1.2,6893,4,1,2,1.2,4_2,2005,6893,2007,9768,70.57,26501,0.36858986453341386,16967,64
Fraser River,Raft,2009,16990,AgeClass_2.1,0,4,2,1,2.1,4_3,2005,0,2008,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2009,16990,AgeClass_0.2,143,3,0,2,0.2,3_1,2006,143,2007,18221,0.78,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2009,16990,AgeClass_1.1,0,3,1,1,1.1,3_2,2006,0,2008,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2009,16990,AgeClass_0.1,0,2,0,1,0.1,2_1,2007,0,2008,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2010,10805,AgeClass_3.4,0,8,3,4,3.4,8_4,2002,0,2006,42833,0,18461,2.320188505498077,8402,45.5
Fraser River,Raft,2010,10805,AgeClass_1.5,0,7,1,5,1.5,7_2,2003,0,2005,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2010,10805,AgeClass_2.4,0,7,2,4,2.4,7_3,2003,0,2006,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2010,10805,AgeClass_3.3,0,7,3,3,3.3,7_4,2003,0,2007,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2010,10805,AgeClass_0.5,0,6,0,5,0.5,6_1,2004,0,2005,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2010,10805,AgeClass_1.4,0,6,1,4,1.4,6_2,2004,0,2006,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2010,10805,AgeClass_2.3,0,6,2,3,2.3,6_3,2004,0,2007,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2010,10805,AgeClass_3.2,0,6,3,2,3.2,6_4,2004,0,2008,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2010,10805,AgeClass_0.4,0,5,0,4,0.4,5_1,2005,0,2006,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2010,10805,AgeClass_1.3,2677,5,1,3,1.3,5_2,2005,2677,2007,9768,27.41,26501,0.36858986453341386,16967,64
Fraser River,Raft,2010,10805,AgeClass_2.2,0,5,2,2,2.2,5_3,2005,0,2008,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2010,10805,AgeClass_3.1,0,5,3,1,3.1,5_4,2005,0,2009,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2010,10805,AgeClass_0.3,324,4,0,3,0.3,4_1,2006,324,2007,18221,1.78,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2010,10805,AgeClass_1.2,7804,4,1,2,1.2,4_2,2006,7804,2008,18221,42.83,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2010,10805,AgeClass_2.1,0,4,2,1,2.1,4_3,2006,0,2009,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2010,10805,AgeClass_0.2,0,3,0,2,0.2,3_1,2007,0,2008,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2010,10805,AgeClass_1.1,0,3,1,1,1.1,3_2,2007,0,2009,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2010,10805,AgeClass_0.1,0,2,0,1,0.1,2_1,2008,0,2009,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2011,16224,AgeClass_3.4,0,8,3,4,3.4,8_4,2003,0,2007,8475,0,10093,0.8396908748637669,4890,48.4
Fraser River,Raft,2011,16224,AgeClass_1.5,0,7,1,5,1.5,7_2,2004,0,2006,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2011,16224,AgeClass_2.4,0,7,2,4,2.4,7_3,2004,0,2007,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2011,16224,AgeClass_3.3,0,7,3,3,3.3,7_4,2004,0,2008,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2011,16224,AgeClass_0.5,0,6,0,5,0.5,6_1,2005,0,2006,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2011,16224,AgeClass_1.4,0,6,1,4,1.4,6_2,2005,0,2007,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2011,16224,AgeClass_2.3,0,6,2,3,2.3,6_3,2005,0,2008,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2011,16224,AgeClass_3.2,0,6,3,2,3.2,6_4,2005,0,2009,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2011,16224,AgeClass_0.4,0,5,0,4,0.4,5_1,2006,0,2007,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2011,16224,AgeClass_1.3,9950,5,1,3,1.3,5_2,2006,9950,2008,18221,54.61,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2011,16224,AgeClass_2.2,0,5,2,2,2.2,5_3,2006,0,2009,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2011,16224,AgeClass_3.1,0,5,3,1,3.1,5_4,2006,0,2010,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2011,16224,AgeClass_0.3,0,4,0,3,0.3,4_1,2007,0,2008,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2011,16224,AgeClass_1.2,6272,4,1,2,1.2,4_2,2007,6272,2009,11146,56.27,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2011,16224,AgeClass_2.1,0,4,2,1,2.1,4_3,2007,0,2010,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2011,16224,AgeClass_0.2,0,3,0,2,0.2,3_1,2008,0,2009,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2011,16224,AgeClass_1.1,2,3,1,1,1.1,3_2,2008,2,2010,19402,0.01,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2011,16224,AgeClass_0.1,0,2,0,1,0.1,2_1,2009,0,2010,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2012,20383,AgeClass_3.4,0,8,3,4,3.4,8_4,2004,0,2008,52145,0,5611,9.293352343610765,3244,57.8
Fraser River,Raft,2012,20383,AgeClass_1.5,0,7,1,5,1.5,7_2,2005,0,2007,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2012,20383,AgeClass_2.4,0,7,2,4,2.4,7_3,2005,0,2008,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2012,20383,AgeClass_3.3,0,7,3,3,3.3,7_4,2005,0,2009,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2012,20383,AgeClass_0.5,0,6,0,5,0.5,6_1,2006,0,2007,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2012,20383,AgeClass_1.4,0,6,1,4,1.4,6_2,2006,0,2008,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2012,20383,AgeClass_2.3,0,6,2,3,2.3,6_3,2006,0,2009,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2012,20383,AgeClass_3.2,0,6,3,2,3.2,6_4,2006,0,2010,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2012,20383,AgeClass_0.4,0,5,0,4,0.4,5_1,2007,0,2008,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2012,20383,AgeClass_1.3,4874,5,1,3,1.3,5_2,2007,4874,2009,11146,43.73,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2012,20383,AgeClass_2.2,0,5,2,2,2.2,5_3,2007,0,2010,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2012,20383,AgeClass_3.1,0,5,3,1,3.1,5_4,2007,0,2011,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2012,20383,AgeClass_0.3,0,4,0,3,0.3,4_1,2008,0,2009,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2012,20383,AgeClass_1.2,15504,4,1,2,1.2,4_2,2008,15504,2010,19402,79.91,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2012,20383,AgeClass_2.1,0,4,2,1,2.1,4_3,2008,0,2011,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2012,20383,AgeClass_0.2,0,3,0,2,0.2,3_1,2009,0,2010,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2012,20383,AgeClass_1.1,5,3,1,1,1.1,3_2,2009,5,2011,37419,0.01,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2012,20383,AgeClass_0.1,0,2,0,1,0.1,2_1,2010,0,2011,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2013,25854,AgeClass_3.4,0,8,3,4,3.4,8_4,2005,0,2009,9768,0,26501,0.36858986453341386,16967,64
Fraser River,Raft,2013,25854,AgeClass_1.5,0,7,1,5,1.5,7_2,2006,0,2008,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2013,25854,AgeClass_2.4,0,7,2,4,2.4,7_3,2006,0,2009,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2013,25854,AgeClass_3.3,0,7,3,3,3.3,7_4,2006,0,2010,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2013,25854,AgeClass_0.5,0,6,0,5,0.5,6_1,2007,0,2008,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2013,25854,AgeClass_1.4,0,6,1,4,1.4,6_2,2007,0,2009,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2013,25854,AgeClass_2.3,0,6,2,3,2.3,6_3,2007,0,2010,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2013,25854,AgeClass_3.2,0,6,3,2,3.2,6_4,2007,0,2011,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2013,25854,AgeClass_0.4,0,5,0,4,0.4,5_1,2008,0,2009,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2013,25854,AgeClass_1.3,3896,5,1,3,1.3,5_2,2008,3896,2010,19402,20.08,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2013,25854,AgeClass_2.2,0,5,2,2,2.2,5_3,2008,0,2011,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2013,25854,AgeClass_3.1,0,5,3,1,3.1,5_4,2008,0,2012,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2013,25854,AgeClass_0.3,0,4,0,3,0.3,4_1,2009,0,2010,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2013,25854,AgeClass_1.2,21922,4,1,2,1.2,4_2,2009,21922,2011,37419,58.59,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2013,25854,AgeClass_2.1,0,4,2,1,2.1,4_3,2009,0,2012,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2013,25854,AgeClass_0.2,0,3,0,2,0.2,3_1,2010,0,2011,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2013,25854,AgeClass_1.1,36,3,1,1,1.1,3_2,2010,36,2012,44642,0.08,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2013,25854,AgeClass_0.1,0,2,0,1,0.1,2_1,2011,0,2012,23774,0,9243,2.572108622741534,4430,47.9
Fraser River,Raft,2014,54236,AgeClass_3.4,0,8,3,4,3.4,8_4,2006,0,2010,18221,0,6073,3.0003293265272517,3442,56.7
Fraser River,Raft,2014,54236,AgeClass_1.5,0,7,1,5,1.5,7_2,2007,0,2009,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2014,54236,AgeClass_2.4,0,7,2,4,2.4,7_3,2007,0,2010,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2014,54236,AgeClass_3.3,0,7,3,3,3.3,7_4,2007,0,2011,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2014,54236,AgeClass_0.5,0,6,0,5,0.5,6_1,2008,0,2009,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2014,54236,AgeClass_1.4,0,6,1,4,1.4,6_2,2008,0,2010,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2014,54236,AgeClass_2.3,0,6,2,3,2.3,6_3,2008,0,2011,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2014,54236,AgeClass_3.2,0,6,3,2,3.2,6_4,2008,0,2012,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2014,54236,AgeClass_0.4,0,5,0,4,0.4,5_1,2009,0,2010,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2014,54236,AgeClass_1.3,15492,5,1,3,1.3,5_2,2009,15492,2011,37419,41.4,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2014,54236,AgeClass_2.2,0,5,2,2,2.2,5_3,2009,0,2012,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2014,54236,AgeClass_3.1,0,5,3,1,3.1,5_4,2009,0,2013,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2014,54236,AgeClass_0.3,0,4,0,3,0.3,4_1,2010,0,2011,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2014,54236,AgeClass_1.2,38701,4,1,2,1.2,4_2,2010,38701,2012,44642,86.69,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2014,54236,AgeClass_2.1,0,4,2,1,2.1,4_3,2010,0,2013,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2014,54236,AgeClass_0.2,0,3,0,2,0.2,3_1,2011,0,2012,23774,0,9243,2.572108622741534,4430,47.9
Fraser River,Raft,2014,54236,AgeClass_1.1,43,3,1,1,1.1,3_2,2011,43,2013,23774,0.18,9243,2.572108622741534,4430,47.9
Fraser River,Raft,2014,54236,AgeClass_0.1,0,2,0,1,0.1,2_1,2012,0,2013,21388,0,10000,2.1388,1710,17.1
Fraser River,Raft,2015,24500,AgeClass_3.4,0,8,3,4,3.4,8_4,2007,0,2011,11146,0,14357,0.7763460332938636,8064,56.2
Fraser River,Raft,2015,24500,AgeClass_1.5,0,7,1,5,1.5,7_2,2008,0,2010,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2015,24500,AgeClass_2.4,0,7,2,4,2.4,7_3,2008,0,2011,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2015,24500,AgeClass_3.3,0,7,3,3,3.3,7_4,2008,0,2012,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2015,24500,AgeClass_0.5,0,6,0,5,0.5,6_1,2009,0,2010,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2015,24500,AgeClass_1.4,0,6,1,4,1.4,6_2,2009,0,2011,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2015,24500,AgeClass_2.3,0,6,2,3,2.3,6_3,2009,0,2012,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2015,24500,AgeClass_3.2,0,6,3,2,3.2,6_4,2009,0,2013,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2015,24500,AgeClass_0.4,0,5,0,4,0.4,5_1,2010,0,2011,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2015,24500,AgeClass_1.3,5905,5,1,3,1.3,5_2,2010,5905,2012,44642,13.23,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2015,24500,AgeClass_2.2,0,5,2,2,2.2,5_3,2010,0,2013,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2015,24500,AgeClass_3.1,0,5,3,1,3.1,5_4,2010,0,2014,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2015,24500,AgeClass_0.3,0,4,0,3,0.3,4_1,2011,0,2012,23774,0,9243,2.572108622741534,4430,47.9
Fraser River,Raft,2015,24500,AgeClass_1.2,18595,4,1,2,1.2,4_2,2011,18595,2013,23774,78.22,9243,2.572108622741534,4430,47.9
Fraser River,Raft,2015,24500,AgeClass_2.1,0,4,2,1,2.1,4_3,2011,0,2014,23774,0,9243,2.572108622741534,4430,47.9
Fraser River,Raft,2015,24500,AgeClass_0.2,0,3,0,2,0.2,3_1,2012,0,2013,21388,0,10000,2.1388,1710,17.1
Fraser River,Raft,2015,24500,AgeClass_1.1,0,3,1,1,1.1,3_2,2012,0,2014,21388,0,10000,2.1388,1710,17.1
Fraser River,Raft,2015,24500,AgeClass_0.1,0,2,0,1,0.1,2_1,2013,0,2014,5417,0,16394,0.3304257655239722,9045,55.2
Fraser River,Raft,2016,22126,AgeClass_3.4,0,8,3,4,3.4,8_4,2008,0,2012,19402,0,10406,1.8645012492792619,3562,34.2
Fraser River,Raft,2016,22126,AgeClass_1.5,0,7,1,5,1.5,7_2,2009,0,2011,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2016,22126,AgeClass_2.4,0,7,2,4,2.4,7_3,2009,0,2012,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2016,22126,AgeClass_3.3,0,7,3,3,3.3,7_4,2009,0,2013,37419,0,11464,3.264043963712491,6039,52.7
Fraser River,Raft,2016,22126,AgeClass_0.5,0,6,0,5,0.5,6_1,2010,0,2011,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2016,22126,AgeClass_1.4,0,6,1,4,1.4,6_2,2010,0,2012,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2016,22126,AgeClass_2.3,0,6,2,3,2.3,6_3,2010,0,2013,44642,0,5119,8.720843914827114,2389,46.7
Fraser River,Raft,2016,22126,AgeClass_3.2,0,6,3,2,3.2,6_4,2010,0,2014,44642,0,5119,8.720843914827114,2389,46.7
